1487263757,2017-02-16 22:19:17,1109297,42500,966
1487263773,2017-02-16 22:19:33,1109297,42515,966
1487263789,2017-02-16 22:19:49,1109297,42533,968
1487263805,2017-02-16 22:20:05,1109297,42545,968
1487265306,2017-02-16 22:45:06,1109297,43921,1002
1487265322,2017-02-16 22:45:22,1109297,43940,1002
1487265338,2017-02-16 22:45:38,1109297,43961,1002
1487265354,2017-02-16 22:45:54,1109297,43981,1002
1487265369,2017-02-16 22:46:09,1109297,44002,1004
1487265385,2017-02-16 22:46:25,1109297,44015,1005
1487265401,2017-02-16 22:46:41,1109297,44025,1005
1487265416,2017-02-16 22:46:56,1109297,44041,1005
1487265432,2017-02-16 22:47:12,1109297,44057,1006
1487265448,2017-02-16 22:47:28,1109297,44068,1006
1487265463,2017-02-16 22:47:43,1109297,44082,1006
1487265480,2017-02-16 22:48:00,1109297,44102,1006
1487265496,2017-02-16 22:48:16,1109297,44115,1006
1487265511,2017-02-16 22:48:31,1109297,44129,1006
1487265527,2017-02-16 22:48:47,1109297,44147,1006
1487265543,2017-02-16 22:49:03,1109297,44170,1006
1487265559,2017-02-16 22:49:19,1109297,44189,1006
1487265574,2017-02-16 22:49:34,1109297,44203,1006
1487265590,2017-02-16 22:49:50,1109297,44226,1006
1487265606,2017-02-16 22:50:06,1109297,44239,1006
1487265621,2017-02-16 22:50:21,1109297,44251,1006
1487265653,2017-02-16 22:50:53,1109297,44283,1008
1487265669,2017-02-16 22:51:09,1109297,44303,1009
1487265685,2017-02-16 22:51:25,1109297,44320,1011
1487265701,2017-02-16 22:51:41,1109297,44334,1012
1487265717,2017-02-16 22:51:57,1109297,44343,1012
1487265732,2017-02-16 22:52:12,1109297,44361,1013
1487265749,2017-02-16 22:52:29,1109297,44375,1014
1487265765,2017-02-16 22:52:45,1109297,44390,1013
1487265781,2017-02-16 22:53:01,1109297,44409,1013
1487265797,2017-02-16 22:53:17,1109297,44418,1014
1487265813,2017-02-16 22:53:33,1109297,44433,1014
1487265828,2017-02-16 22:53:48,1109297,44445,1014
1487265845,2017-02-16 22:54:05,1109297,44455,1014
1487265860,2017-02-16 22:54:20,1109297,44468,1014
1487265876,2017-02-16 22:54:36,1109297,44490,1016
1487265892,2017-02-16 22:54:52,1109297,44501,1019
1487265909,2017-02-16 22:55:09,1109297,44520,1019
1487265924,2017-02-16 22:55:24,1109297,44532,1020
1487265940,2017-02-16 22:55:40,1109297,44548,1020
1487265956,2017-02-16 22:55:56,1109297,44558,1020
1487265971,2017-02-16 22:56:11,1109297,44579,1021
1487265987,2017-02-16 22:56:27,1109297,44587,1021
1487266003,2017-02-16 22:56:43,1109297,44600,1021
1487266018,2017-02-16 22:56:58,1109297,44621,1023
1487266034,2017-02-16 22:57:14,1109297,44633,1023
1487266050,2017-02-16 22:57:30,1109297,44652,1023
1487266066,2017-02-16 22:57:46,1109297,44668,1023
1487266110,2017-02-16 22:58:30,1109297 , 44727, 1024
1487266126,2017-02-16 22:58:46,1109297 , 44747, 1023
1487266142,2017-02-16 22:59:02,1109297 , 44760, 1024
1487266158,2017-02-16 22:59:18,1109297 , 44777, 1025
1487266174,2017-02-16 22:59:34,1109297 , 44791, 1025
1487266190,2017-02-16 22:59:50,1109297 , 44804, 1025
1487266205,2017-02-16 23:00:05,1109297 , 44817, 1025
1487266222,2017-02-16 23:00:22,1109297 , 44824, 1027
1487266238,2017-02-16 23:00:38,1109297 , 44831, 1028
1487266254,2017-02-16 23:00:54,1109297 , 44849, 1027
1487266270,2017-02-16 23:01:10,1109297 , 44865, 1027
1487266285,2017-02-16 23:01:25,1109297 , 44879, 1027
1487266301,2017-02-16 23:01:41,1109297 , 44891, 1027
1487266316,2017-02-16 23:01:56,1109297 , 44904, 1027
1487266332,2017-02-16 23:02:12,1109297 , 44920, 1027
1487266348,2017-02-16 23:02:28,1109297 , 44939, 1028
1487266363,2017-02-16 23:02:43,1109297 , 44959, 1028
1487266379,2017-02-16 23:02:59,1109297 , 44970, 1028
1487266395,2017-02-16 23:03:15,1109297 , 44982, 1029
1487266410,2017-02-16 23:03:30,1109297 , 44997, 1029
1487266427,2017-02-16 23:03:47,1109297 , 45016, 1029
1487266443,2017-02-16 23:04:03,1109297 , 45039, 1029
1487266458,2017-02-16 23:04:18,1109297 , 45053, 1030
1487266474,2017-02-16 23:04:34,1109297 , 45064, 1031
1487266490,2017-02-16 23:04:50,1109297 , 45078, 1032
1487266506,2017-02-16 23:05:06,1109297 , 45094, 1032
1487266521,2017-02-16 23:05:21,1109297 , 45107, 1033
1487266537,2017-02-16 23:05:37,1109297 , 45119, 1033
1487266553,2017-02-16 23:05:53,1109297 , 45132, 1034
1487266569,2017-02-16 23:06:09,1109297 , 45148, 1034
1487266585,2017-02-16 23:06:25,1109297 , 45169, 1033
1487266601,2017-02-16 23:06:41,1109297 , 45184, 1034
1487266617,2017-02-16 23:06:57,1109297 , 45196, 1034
1487266633,2017-02-16 23:07:13,1109297 , 45207, 1034
1487266649,2017-02-16 23:07:29,1109297 , 45226, 1034
1487266665,2017-02-16 23:07:45,1109297 , 45238, 1036
1487266680,2017-02-16 23:08:00,1109297 , 45256, 1035
1487266696,2017-02-16 23:08:16,1109297 , 45270, 1036
1487266712,2017-02-16 23:08:32,1109297 , 45279, 1036
1487266728,2017-02-16 23:08:48,1109297 , 45292, 1038
1487266744,2017-02-16 23:09:04,1109297 , 45306, 1038
1487266764,2017-02-16 23:09:24,1109297 , 45319, 1038
1487266779,2017-02-16 23:09:39,1109297 , 45331, 1038
1487266795,2017-02-16 23:09:55,1109297 , 45349, 1039
1487266811,2017-02-16 23:10:11,1109297 , 45357, 1039
