1487266827,2017-02-16 23:10:27,1109297 , 45370, 1041
1487266843,2017-02-16 23:10:43,1109297 , 45380, 1041
1487266858,2017-02-16 23:10:58,1109297 , 45392, 1041
1487266874,2017-02-16 23:11:14,1109297 , 45411, 1042
1487266889,2017-02-16 23:11:29,1109297 , 45423, 1043
1487266905,2017-02-16 23:11:45,1109297 , 45439, 1043
1487266921,2017-02-16 23:12:01,1109297 , 45461, 1045
1487266937,2017-02-16 23:12:17,1109297 , 45472, 1048
1487266953,2017-02-16 23:12:33,1109297 , 45493, 1050
1487266968,2017-02-16 23:12:48,1109297 , 45508, 1049
1487266984,2017-02-16 23:13:04,1109297 , 45528, 1050
1487267000,2017-02-16 23:13:20,1109297 , 45553, 1051
1487267016,2017-02-16 23:13:36,1109297 , 45573, 1051
1487267032,2017-02-16 23:13:52,1109297 , 45588, 1051
1487267047,2017-02-16 23:14:07,1109297 , 45609, 1052
1487267063,2017-02-16 23:14:23,1109297 , 45631, 1053
1487267079,2017-02-16 23:14:39,1109297 , 45652, 1053
1487267095,2017-02-16 23:14:55,1109297 , 45670, 1053
1487267127,2017-02-16 23:15:27,1109297 , 45730, 1055
1487267144,2017-02-16 23:15:44,1109297 , 45768, 1057
1487267160,2017-02-16 23:16:00,1109297 , 45804, 1058
1487267192,2017-02-16 23:16:32,1109297 , 45859, 1061
1487267208,2017-02-16 23:16:48,1120755 , 45884, 1060
1487267224,2017-02-16 23:17:04,1120755 , 45911, 1062
1487267239,2017-02-16 23:17:19,1120755 , 45931, 1062
1487267255,2017-02-16 23:17:35,1120755 , 45957, 1064
1487267271,2017-02-16 23:17:51,1120755 , 45984, 1064
1487267286,2017-02-16 23:18:06,1120755 , 46001, 1066
1487267302,2017-02-16 23:18:22,1120755 , 46024, 1069
1487267318,2017-02-16 23:18:38,1120755 , 46043, 1068
1487267333,2017-02-16 23:18:53,1120755 , 46065, 1067
1487267349,2017-02-16 23:19:09,1120755 , 46086, 1070
1487267365,2017-02-16 23:19:25,1120755 , 46113, 1069
1487267380,2017-02-16 23:19:40,1120755 , 46130, 1069
1487267396,2017-02-16 23:19:56,1120755 , 46147, 1071
1487267412,2017-02-16 23:20:12,1120755 , 46168, 1072
1487267428,2017-02-16 23:20:28,1120755 , 46188, 1072
1487267445,2017-02-16 23:20:45,1120755 , 46215, 1073
1487267461,2017-02-16 23:21:01,1120755 , 46235, 1074
1487267477,2017-02-16 23:21:17,1120755 , 46260, 1074
1487267493,2017-02-16 23:21:33,1120755 , 46275, 1074
1487267508,2017-02-16 23:21:48,1120755 , 46293, 1075
1487267524,2017-02-16 23:22:04,1120755 , 46308, 1076
1487267540,2017-02-16 23:22:20,1120755 , 46332, 1076
1487267556,2017-02-16 23:22:36,1120755 , 46356, 1077
1487267571,2017-02-16 23:22:51,1120755 , 46372, 1077
1487267587,2017-02-16 23:23:07,1120755 , 46398, 1077
1487267603,2017-02-16 23:23:23,1120755 , 46413, 1077
1487267619,2017-02-16 23:23:39,1120755 , 46428, 1077
1487267635,2017-02-16 23:23:55,1120755 , 46445, 1077
1487267650,2017-02-16 23:24:10,1120755 , 46460, 1078
1487267666,2017-02-16 23:24:26,1120755 , 46478, 1078
1487267682,2017-02-16 23:24:42,1120755 , 46502, 1079
1487267697,2017-02-16 23:24:57,1120755 , 46532, 1079
1487267713,2017-02-16 23:25:13,1120755 , 46563, 1079
1487267729,2017-02-16 23:25:29,1120755 , 46585, 1080
1487267744,2017-02-16 23:25:44,1120755 , 46602, 1080
1487267760,2017-02-16 23:26:00,1120755 , 46625, 1080
1487267776,2017-02-16 23:26:16,1120755 , 46637, 1081
1487267792,2017-02-16 23:26:32,1120755 , 46653, 1081
1487267807,2017-02-16 23:26:47,1120755 , 46669, 1081
1487267823,2017-02-16 23:27:03,1120755 , 46690, 1082
1487267839,2017-02-16 23:27:19,1120755 , 46717, 1081
1487267854,2017-02-16 23:27:34,1120755 , 46736, 1081
1487267870,2017-02-16 23:27:50,1120755 , 46756, 1082
1487267885,2017-02-16 23:28:05,1120755 , 46771, 1082
1487267901,2017-02-16 23:28:21,1120755 , 46793, 1082
1487267917,2017-02-16 23:28:37,1120755 , 46815, 1082
1487267932,2017-02-16 23:28:52,1120755 , 46831, 1082
1487267948,2017-02-16 23:29:08,1120755 , 46851, 1082
1487267964,2017-02-16 23:29:24,1120755 , 46878, 1082
1487267980,2017-02-16 23:29:40,1120755 , 46903, 1083
1487267996,2017-02-16 23:29:56,1120755 , 46921, 1084
1487268011,2017-02-16 23:30:11,1120755 , 46939, 1084
1487268027,2017-02-16 23:30:27,1120755 , 46963, 1084
1487268043,2017-02-16 23:30:43,1120755 , 46991, 1085
1487268059,2017-02-16 23:30:59,1120755 , 47012, 1085
1487268074,2017-02-16 23:31:14,1120755 , 47031, 1086
1487268090,2017-02-16 23:31:30,1120755 , 47050, 1086
